Series;Episode;Character;Phrase
7;03;Sheldon; He is a born showman.
7;03;Raj; Any questions?
7;03;Howard; Yes, to be fair, do people who went to Princeton get a head start?
7;03;Leonard; It’s not funny.
7;03;Sheldon; No, Oh, it actually is if you get the joke. It’s based on the premise that Princeton isn’t a very good school. 
7;03;Leonard; Ha-ha.
7;03;Sheldon; Oh, see? Now he gets it.
7;03;Raj; Okay, guys, go ahead and divide yourselves into teams of two.
7;03;Bernadette; Should we just do couples?
7;03;Leonard; Couples sounds great. Or we could mix things up. Maybe pick names out of a hat. Whatever.
7;03;Penny; Whoa, whoa, whoa. Why don’t you just admit you don’t want to be on a team with me.
7;03;Leonard; I just said, couples sound great.
7;03;Penny; Mm-hmm, yeah, you don’t think I’m smart enough. You think I’m gonna be a liability. Even though I totally just used the word liability correctly in a sentence. Yeah.
7;03;Leonard; All right, let’s, let’s do couples. I want to.
7;03;Penny; No, no. Let’s mix things up. I choose Sheldon, and we’re gonna kick your ass!
7;03;Sheldon; Really? The only time I’m ever picked first for a team and I’m stuck with the liability?
7;03;Amy; Stop that. Penny is not a liability.
7;03;Penny; Thank you. Do you want to be on my team?
7;03;Amy; Maybe we pick names out of a hat.
7;03;Scene; Penny’s apartment. (Montage with scenes in the apartment and Leonard’s bedroom) 
7;03;Penny; All right, hurry up and close the door so they can’t hear us. Would you stop pouting? So, you picked my name. Get over it.
7;03;Sheldon; Yes, and do you know what the odds are I’d pick your name?
7;03;Penny; No.
7;03;Sheldon; It’s not hard, one in five. Now you know why I’m pouting.
7;03;Raj; All right, teams. Get ready to open your first puzzle. Go. Do you see what I did? The first puzzle is a puzzle. Oh, my God, how adorable is that? I wish I had a friend like me.
7;03;Sheldon; What are you doing? You have to start with the edges.
7;03;Penny; Well, there’s no right way, Sheldon. I already found a few pieces that fit.
7;03;Sheldon; Yeah, well, take them apart and start with the edges. And stop wasting time.
7;03;Howard; Wow, you’re really good at puzzles.
7;03;Amy; I did them all the time as a kid. As my mom used to say, when you’re doing a puzzle, it’s like having a thousand friends. She was full of fun lies like that.
7;03;Howard; If it makes you feel any better, my mom’s just full of pound cake.
7;03;Amy; I’m sorry you got stuck with me. I bet you wanted to be with Bernadette.
7;03;Howard; Have you ever played a game with Bernadette?
7;03;Amy; No.
7;03;Howard; Have you ever gone into a steel cage with a wolverine?
7;03;Bernadette; Faster, faster, faster! Do you not know that word? It means more fast!
7;03;Leonard; Stop yelling at me.
7;03;Bernadette; Hey, you’ll know when I’m yelling at you.
7;03;Penny; Ooh, ooh, it’s the comic book store. All right, come on, that’s where we have to go.
7;03;Sheldon; But we haven’t finished the puzzle.
7;03;Penny; But, it, it doesn’t matter. We know the answer, come on.
7;03;Sheldon; You think you know the answer. But it could be a trick. What if when the puzzle’s complete, there’s a sign in the window that says go to the train store?
7;03;Penny; Okay, it’s not gonna say that.
7;03;Sheldon; Well, I hope you’re wrong. I really want to go to the train store.
7;03;Howard; It’s the comic book store. Let’s go.
7;03;Bernadette; Come on, numb nuts, it’s the comic book store.
7;03;Penny; It’s the comic book store, it’s the comic book store, it’s the comic book store.
7;03;Sheldon; It’s the comic book store.
7;03;Scene; Leonard’s car.
7;03;Leonard; Do you think Penny’s mad at me?
7;03;Bernadette; Because you’re in the right lane behind a bus and you won’t go around it? I’m sure she finds it charming.
7;03;Leonard; No, because I didn’t want her on my team.
7;03;Bernadette; I’m starting to think she dodged a bullet. The slowest bullet in the world.
7;03;Leonard; Geez, I never realized you were so competitive.
7;03;Bernadette; Yeah, I know. Its, it’s probably because I grew up with five brothers and sisters so I had to fight for every… Oh, my God, you did not just slow down for a bird, you know they fly, right?
7;03;Scene; Howard’s car.
7;03;Amy; I think this is the first time we’ve ever actually been alone together.
7;03;Howard; Huh, I guess you’re right. Wonder why that is?
7;03;Amy; Well, off the top of my head, I’d say we don’t have a lot in common except for the people we’re involved with. Plus, when we first met, Penny warned me never to get into a car alone with you.
7;03;Howard; Yeah. You know, I bet you and I have more in common than we think.
7;03;Amy; Such as?
7;03;Howard; I don’t know. Tell me some things you like.
7;03;Amy; Uh, let’s see. I like harps, Little House on the Prairie, medieval poetry, medieval literature…
7;03;Howard; Hey, how about some music?
7;03;Amy; Great. Sheldon never lets me listen to music in the car. He doesn’t want to be mistaken for a gang member. 
7;03;Howard; Find something you like.
7;03;Amy; Beatles, boring. Eminem, scary. Weird Al? How old are you? Neil Diamond?
7;03;Howard; Yeah, I love Neil Diamond.
7;03;Amy; I love Neil Diamond.
7;03;Both; Sweet Caroline, bum-ba-da, good times never seemed so good, so good, so good, so good. I’ve been inclined…
7;03;Scene; The comic book store.
7;03;Raj; Oh, hey, thanks for letting me use the comic book store as part of the scavenger hunt.
7;03;Stuart; Oh, my pleasure. Always happy to help out with fun things that I wasn’t invited to be a part of.
7;03;Raj; Oh, congratulations. You’re the first team to arrive.
7;03;Amy; Yes, it’s not a ruse to make fun of me. It’s a real game and I’m winning it.
7;03;Raj; Your next puzzle is a riddle. And who better to give it to you than The Riddler?
7;03;Bernadette; Go, go, go, go, go, go, go, go, go, go, go, go, go, go, go! How am I faster than you? I’m in heels and I stopped to take a phone call.
7;03;Leonard; I have asthma. Back off.
7;03;Howard; Riddle me this. Arrah, Arrah, and gather round, the work of this hero is legion-bound. He multiplies N by the number of He, and in this room the thing you’ll see.
7;03;Raj; Good riddle, huh?
7;03;Stuart; Yeah. So when you guys plan fun activities, does my name even come up, or…?
7;03;Raj; I invited you to my murder mystery party.
7;03;Stuart; No, you didn’t. 
7;03;Raj; Oh.
7;03;Penny; Ugh, we’re the last ones here, hurry up.
7;03;Sheldon; It is a marathon, not a sprint.
7;03;Penny; People run in a marathon.
7;03;Sheldon; Not with a bowling ball on their back.
7;03;Leonard; Hey, Penny, I just wanted to say good luck, and I hope there’s no hard feelings.
7;03;Bernadette; Hey, Romeo. Repair your relationship on your own time.
7;03;Leonard; Relax, it’s a hard puzzle. It’s gonna take a while to solve.
7;03;Penny; Riddle me this…
7;03;Sheldon; Got it.
7;03;Penny; Hey, Princeton, look at that, Team Community College Night School is in the lead.
7;03;Sheldon; I thought we were the Lightning Sharks.
7;03;Howard; Hey, you know what this could mean (whispers).
7;03;Amy; Oh, oh, that’s good. Then this would be (whispers back)
7;03;Howard; That’s it. 
7;03;Amy; To the Neil Mobile.
7;03;Bernadette; I knew it, we’re gonna lose.
7;03;Leonard; Wait, I got it. I got it/
7;03;Bernadette; Congratulations, you got it last. 
7;03;Leonard; You’re really mean, you know that?
7;03;Stuart; So no one’s gonna buy anything.
7;03;Scene; The geology lab at the University. 
7;03;Penny; Aha. Okay, let’s see. To continue on your quest, leave no stone unturned. Ooh.
7;03;Sheldon; The next clue must be hidden under one of these rocks.
7;03;Penny; Oh. Okay. Sheldon, I, I’ve got to ask, how did you figure out that it was the geology lab?
7;03;Sheldon; Oh, simple, the ‘arrah, ‘arrah in the riddle mean Jan Arrah, a member of the Legion of Superheroes, known as Element Lad. And then the word He, it wasn’t the masculine pronoun, but rather H e, the abbreviation for helium. See where I’m going with this?
7;03;Penny; Yes.
7;03;Sheldon; Nice try. Now, Element Lad’s ability is the power to transmute chemical elements. Helium has an atomic number of two. If you multiply that by the atomic number of N, nitrogen, you get 14, which is the atomic number of? I’m just funnin’ you, silicon. And that is the most common element in the Earth’s surface. So that narrowed it down to the geology lab or the chemistry lab.
7;03;Penny; Wow. I can drink a beer underwater.
7;03;Sheldon; And I’m sure your parents are proud. Now, finally, the line in this room the thing you’ll see was an obvious reference to Fantastic Four member The Thing, who’s made entirely of…
7;03;Penny; Shut up. I solved it.
7;03;Sheldon; Those are map coordinates. Got ’em. Let’s go.
7;03;Penny; Well, wait. Don’t you want to know how I figured it out?
7;03;Sheldon; No one likes a know-it-all, Penny.
7;03;Scene; Howard’s car.
7;03;Howard; On the boats and on the planes. 
7;03;Amy; They’re coming to America. 
7;03;Howard; Never looking back again. 
7;03;Amy; They’re coming to America… ♪
7;03;Scene; Leonard’s car.
7;03;Leonard; Um, I’m okay with you driving my car. I’m not okay with you flying my car.
7;03;Bernadette; Don’t sweat it, my dad’s a cop. He can fix things.
7;03;Leonard; Uh-huh. Like death?
7;03;Bernadette; Your kid may be an honour student but you’re a moron.
7;03;Leonard; Penny’s not answering my texts.
7;03;Bernadette; Who cares? Focus on the game.
7;03;Leonard; This stupid game is why she’s mad in the first place. I’m telling her I’m quitting.
7;03;Bernadette; No. Quitting would be the worst thing for your relationship.
7;03;Leonard; Why?
7;03;Bernadette; Because it would make you seem like something she already thinks you are. 
7;03;Leonard; What does she think I am?
7;03;Bernadette; How do I put this? She’s been known to call you a name that usually applies to a lady part. Or a cat. Or a willow.
7;03;Leonard; I can’t believe she would say that about me.
7;03;Bernadette; If you’re gonna cry about it there’s tissues in my purse. Unless you got some in yours. Big willow.
7;03;Scene; Howard’s car.
7;03;Howard; They’re coming to America, They’re coming to America.
7;03;Amy; Today!
7;03;Howard; Today!
7;03;Together; Today! Today!
7;03;Scene; Penny’s car.
7;03;Sheldon; Okay, another 30 feet.
7;03;Penny; Okay. Oh, it’s a bowling alley.
7;03;Sheldon; Yes. Yes. My brain is better than everybody’s.
7;03;Scene; The geology lab.
7;03;Howard; Love on the rocks. 
7;03;Amy; Ain’t no big surprise.
7;03;Howard; Just pour me a drink.
7;03;Amy; And I’ll tell you some lies. 
7;03;Scene; The apartment stairwell. Leonard is lowering himself down the lift shaft.
7;03;Leonard; Call me a lady part. We’ll see about that.
7;03;Bernadette; Can you reach the clue?
7;03;Leonard; Almost.
7;03;Bernadette; Hurry, Sheldon and Penny were right behind us in the bowling alley.
7;03;Leonard; Got it.
7;03;Bernadette; Great, climb back up. Come on.
7;03;Leonard; Yeah, Penny might be onto something.
7;03;Scene; Penny’s car. 
7;03;Sheldon; To the planetarium.
7;03;Penny; Let’s go.
7;03;Scene; Leonard’s car.
7;03;Leonard; To the tar pits.
7;03;Bernadette; Let’s go.
7;03;Scene; Howard’s car.
7;03;Amy; There’s a Neil Diamond concert next month.
7;03;Howard; Let’s go.
7;03;Scene; The laundry room.
7;03;Penny; Three bags, no one’s opened ’em. we’re the first ones here.
7;03;Sheldon; It’s dirty laundry. You’re up.
7;03;Penny; What? Why me?
7;03;Sheldon; Because you’ve been training for this your whole life. You live in a pile of dirty laundry.
7;03;Bernadette; They’re here first. This is because you made me slow down for that blind guy.
7;03;Penny; Okay, the clue must be in the bag.
7;03;Leonard; The clue must be in the bag.
7;03;Penny; It’s just a bunch of pants.
7;03;Leonard; It’s just a bunch of pants.
7;03;Penny; You know, I’m surprised you want to copy my answers since I’m not even smart enough to be on your team. 
7;03;Leonard; Well, why would you want to be on someone’s team who you like to call a, I can’t even say it in front of Sheldon.
7;03;Penny; What are you talking about?
7;03;Leonard; You know exactly what I’m talking about.
7;03;Bernadette; No, she doesn’t. I just made that up.
7;03;Leonard; Why would you do that?
7;03;Bernadette; Because you were about to quit like a big, Sheldon, cover your ears.
7;03;Sheldon; I’m not a child. I know the word ninny.
7;03;Penny; Yeah, well, you should have quit ’cause I’m still gonna beat your ass.
7;03;Bernadette; Wish I had a man like her on my team.
7;03;Leonard; Hey, I am every bit as much of a man as Penny. Now, let’s do this.
7;03;Sheldon; Wait, it’s not all pants, there’s one shirt.
7;03;Penny; Oh.
7;03;Sheldon; Hey, that’s my shirt.
7;03;Leonard; This one is, too.
7;03;Sheldon; No, no, that’s not mine. It has a big spot on it.
7;03;Penny; But wait. So does this one.
7;03;Bernadette; Maybe the spot’s the clue.
7;03;Penny; Sheldon’s spot. The coin is in your spot.
7;03;Sheldon; Oh, that’s clever.
7;03;Penny; Hurry.
7;03;Sheldon; Be there in a minute. I just have to pre-soak these.
7;03;Scene; The stairwell.
7;03;Bernadette; Stop her, Leonard, stop her.
7;03;Penny; Well, where the hell’s the coin?
7;03;Leonard; Wasn’t the answer Sheldon’s spot?
7;03;Raj; Oh, yes, Leonard. Yes, it was.
7;03;Bernadette; Then where’s the coin?
7;03;Raj; Yes, exactly. Where is the coin? Why don’t you look in your pockets? I slipped them in there earlier today.
7;03;Penny; I don’t get it.
7;03;Raj; Don’t you see? When we’re all having fun together, we’re already winners. Oh, look. See? Even I’m a winner.
7;03;Leonard; Are you kidding me?
7;03;Penny; That is the stupidest thing I’ve ever heard. 
7;03;Bernadette; You suck so hard.
7;03;Raj; Well, I thought… Come on, I didn’t want anyone to feel bad at the end of the game. And some of those puzzles were really hard and I didn’t know who was gonna get Penny.
7;03;Penny; Run.
7;03;Raj; Okay, okay, that-that came out wrong, but you have to admit, you all had a wonderful time.
7;03;Penny; Run to India.
7;03;Raj; I just wanted to do something beautiful.
7;03;Sheldon; Hey, look. I won.
7;03;Scene; The Cheesecake Factory, karaoke night.
7;03;Howard; Hey, she got the way to move me, Cherry,
7;03;Amy; She got the way to groove me.
7;03;Howard; Cherry, baby
7;03;Amy; She got the way to move me, honey.
7;03;Together; She got the way to groove me. She got the way to move me.
7;03;Howard; Cherry
7;03;Together; She got the way to groove me, yeah!
7;04;Scene; The apartment.
7;04;Sheldon; So what’d you think?
7;04;Amy; It was good.
7;04;Sheldon; That’s it? Good”
7;04;Amy; I enjoyed it. When you told me I was going to be losing my virginity, I didn’t think you meant showing me Raiders of the Lost Ark for the first time.
7;04;Sheldon; My apologies. I chose my words poorly. I should have said you were about to have your world rocked on my couch. Anyway, thank you for watching it. It’s one of my all-time favourites.
7;04;Amy; It was very entertaining despite the glaring story problem.
7;04;Sheldon; Story problem? You, oh, Amy, what a dewy-eyed moon-calf you are. Raiders of the Lost Ark is the love child of Steven Spielberg and George Lucas, two of the most gifted filmmakers of our generation. I’ve watched it 36 times, except for the snake scene and the face-melting scene, which I can only watch when it’s still light out, but, I defy you to find a story problem. Here’s my jaw, drop it.
7;04;Amy; All right. Indiana Jones plays no role in the outcome of the story. If he weren’t in the film, it would turn out exactly the same.
7;04;Sheldon; Oh, I see your confusion. You don’t understand. Indiana Jones was the one in the hat with the whip.
7;04;Amy; No, I do, and if he weren’t in the movie, the Nazis would have still found the ark, taken it to the island, opened it up and all died, just like they did. Let me close that for ya.
7;04;Scene; The foyer.
7;04;Leonard; Hey.
7;04;Penny; Hi. I thought you went to the comic book store on Wednesdays.
7;04;Leonard; Yeah, but Sheldon and Amy were having date night and they don’t need me there to make it awkward. They have each other for that. So, how was school?
7;04;Penny; Oh, good. Check it out, The Disappointing Child by Beverly Hofstadter.
7;04;Leonard; You bought my mom’s book?
7;04;Penny; Yeah. It’s on the recommended reading list for my psychology class.
7;04;Leonard; Oh, come on. Not that book. It, it’s got, like, every horrible story from my childhood in it.
7;04;Penny; Oh, cool. Are there pictures?
7;04;Leonard; Seriously, please find another book.
7;04;Penny; Oh, come on. Why? How bad could it be?
7;04;Leonard; There, there’s chapters about potty training, and bed-wetting and masturbation. Basically, if something came out of me, she wrote about it. You know what? Do whatever you want, just don’t talk to me about it.
7;04;Penny; Not even the chapter on the breast-feeding crisis?
7;04;Leonard; It was not a crisis. Apparently, I favoured the left one, she got a little lopsided.
7;04;Penny; Oh, my God, you still go left.
7;04;Scene; The cafeteria.
7;04;Raj; Which celebrity would you say I look like the most?
7;04;Howard; Halle Berry. Why?
7;04;Raj; Stuart and I are putting dating profiles online, and it’s one of the questions. And thank you, I’d kill for that woman’s bone structure.
7;04;Leonard; Why are you reading Pride and Prejudice?
7;04;Sheldon; I’ll tell you why. Amy ruined Raiders of the Lost Ark for me, so now I’m trying to find something beloved to her and ruin that.
7;04;Howard; Because her life wasn’t enough?
7;04;Raj; Wait, how can, how can anyone ruin Raiders? It’s perfect.
7;04;Sheldon; Yeah, except for the fact that Indiana Jones is completely irrelevant to the story. With or without him, the Nazis find the ark, open it and die.
7;04;All; Aw!
7;04;Howard; Hey, wait a minute. No, the Nazis were digging in the wrong place. The only reason they got the ark was because Indy found it first.
7;04;Leonard; Actually, they were only digging in the wrong place because Indy had the medallion. Without him, they would have had the medallion and dug in the right place.
7;04;All; Aw!
7;04;Scene; Penny’s apartment.
7;04;Penny; Okay, I know you don’t want to talk about it, but can I just ask you one question about your mom’s book?
7;04;Leonard; No.
7;04;Penny; I just want to know why a five-year-old boy puts on his mom’s make-up and wears balloon boobies.
7;04;Leonard; They weren’t boobies, they were muscles. And the make-up was green. I was pretending to be The Hulk.
7;04;Penny; You were wearing her bra.
7;04;Leonard; That was to keep my muscles from sagging. Can we please stop talking about this?
7;04;Penny; Okay, okay. But you know, as a student of psychology who got a check-plus on her first homework assignment, I think, sometimes, it’s good to open up about these things.
7;04;Leonard; Okay, fine. Do you want to know why I dressed like The Hulk? Because I was always mad at my mom and I wanted to smash my way out of that house.
7;04;Penny; Well, why were you so angry?
7;04;Leonard; Gee, I don’t know. Maybe it’s because I was always the subject of her little experiments. Did you get to the chapter where she staged the Easter egg hunt with no eggs to see how long I’d keep looking? The answer, by the way, June.
7;04;Penny; Sweetie, I’m so sorry. I wish there was something I could do to make you feel better.
7;04;Leonard; I do, too, but there’s not.
7;04;Penny; Really? Are you sure about that?
7;04;Leonard; Of course, who am I to argue with a check-plus student? Just warning you, I’m gonna go right. Don’t make a big deal out of it.
7;04;Scene; Raj’s apartment.
7;04;Stuart; Is make-up really necessary?
7;04;Raj; Well, when someone looks at your dating profile, the first thing they see is your picture. I just want to make sure you look fun and full of life and not like a body they just pulled out of the river. All right, here we go, and smile. Okay, uh-uh, that one’s in the bank. How about this? Turn away, and then turn back into it. But when you do, imagine the camera is the girl you want to meet.
7;04;Stuart; You got it.
7;04;Raj; Okay, uh, let’s try it again. Uh, but this time, pretend the girl you want to meet doesn’t want to hurt you.
7;04;Stuart; I don’t think I can give you that.
7;04;Raj; Come on. One more time. Yeah, it’s, it’s a little blurry, but I think that works in your favour. Do you want a beer?
7;04;Stuart; Sure. Hey, have you finished writing your profile yet?
7;04;Raj; Almost. Oh, what did you put as the one-word description of yourself?
7;04;Stuart; I put unobjectionable. But now that I hear it out loud, it just seems like I’m being cocky. What did you put for your best feature?
7;04;Raj; My parents’ money. Uh, what did you put for your best feature?
7;04;Stuart; I put: not applicable.
7;04;Raj; Come on, dude, you’re being too hard on yourself. You’ve got a lot of good stuff going on.
7;04;Stuart; Really? Like what?
7;04;Raj; Well, okay, you’re a, you’re a talented artist, you own your own business.
7;04;Stuart; Neither of those things have ever helped me meet a woman.
7;04;Raj; Okay, well, can we imply that you’re well-endowed?
7;04;Stuart; I do have one oddly long testicle.
7;04;Raj; Okay, now you’re talking like a winner!
7;04;Scene; The apartment.
7;04;Leonard; Whatcha doin’?
7;04;Sheldon; Oh, it turns out Amy’s beloved Pride and Prejudice is a flawless masterpiece. He’s got too much pride, she’s got too much prejudice, it just works.
7;04;Leonard; So you’re looking to ruin something for her in the funny pages?
7;04;Sheldon; Amy has a fondness for the comic strip Marmaduke.
7;04;Leonard; Mm-hmm. And?
7;04;Sheldon; And I think I’ve got it. Consider, a family possesses a dog that is so large and poorly disciplined, he causes nothing but problems. Why do they keep him?
7;04;Leonard; Maybe they fell in love with him as a puppy and didn’t know how big he was gonna be.
7;04;Sheldon; Of course. You know, why couldn’t she just like Ziggy? Yeah? That thing’s riddled with plot holes.
7;04;Leonard; Sorry, buddy.
7;04;Sheldon; Ooh, I think she’s a fan of Garfield as well. Oh, darn it, now so am I.
7;04;Leonard; I’ll see you later. I gotta go watch a stupid football game with Penny.
7;04;Sheldon; Wait, hang on. You’ve spent time with Amy. Can you think of anything she’s fond of that has a bunch of flaws she hasn’t noticed?
7;04;Leonard; I gotta go.
7;04;Scene; Penny’s apartment. 
7;04;Leonard; You ready to go?
7;04;Penny; Yep. Hey, and maybe this time you don’t try and talk sports with the guys.
7;04;Leonard; Some sports bar. It’s like they never even heard of Quidditch. Do we really have to go?
7;04;Penny; Oh, come on. Every time we’re about to hang out with my friends, you don’t want to. It’s like, It’s too loud, or the bathroom’s too dirty, or they put a chicken wing in my ear. I mean…
7;04;Leonard; Well, you’re, you’re right. Let’s just go.
7;04;Penny; Hey, what’s going on with you?
7;04;Leonard; Nothing, I’m fine.
7;04;Penny; All right, hang on. is this still about your mom’s book?
7;04;Leonard; No. Not everything is about my mom. 
7;04;Penny; ‘Cause if you’re still upset about that, we don’t have to go.
7;04;Leonard; Except this is totally about my mom.
7;04;Penny; I’m so sorry. I never should have read that book. You know what? You want to just get dinner and watch the game here?
7;04;Leonard; That sounds nice. Yeah.
7;04;Penny; Okay.
7;04;Leonard; Or, you know, we could get take-out and watch the Blu-ray extended version of The Hobbit movie with commentary track. On account of how sad I am about my mom.
7;04;Scene; Leonard’s lab.
7;04;Howard; Leonard, you ready for lunch?
7;04;Leonard; One sec. Hey. Sorry.
7;04;Howard; Hi, Penny.
7;04;Penny; Hi. All right, sweetie. You hang in there today.
7;04;Leonard; I’ll try, but I might be sad again tonight.
7;04;Penny; Okay.
7;04;Howard; Wow. Sex at work?
7;04;Leonard; Leave it alone. That’s my girlfriend.
7;04;Howard; Sorry. 
7;04;Leonard; Who just had sex with me at work.
7;04;Howard; Damn. How’d you swing that?
7;04;Leonard; Well, whenever I talk about how awful my mom was, Penny will do anything to make me feel better.
7;04;Howard; Seriously?
7;04;Leonard; Look, I mean, I’m not proud of it, but it does work. I got her to watch a six-part documentary on Monty Python. Even I was bored, I just wanted to see if she’d make it to the end.
7;04;Howard; You sound kind of proud of it.
7;04;Leonard; I am, I’m really proud.
7;04;Scene; The apartment.
7;04;Amy; Hello, Sheldon. Is everything okay?
7;04;Sheldon; Yes. Why?
7;04;Amy; Well, the last time you made an unscheduled video-chat, there was a curly fry in your regular fries and you thought someone might be trying to slip you a mickey.
7;04;Sheldon; April 13, a dark night, indeed.
7;04;Amy; So what can I do for you?
7;04;Sheldon; I’m calling to invite you to a spontaneous date night tomorrow evening.
7;04;Amy; Really?
7;04;Sheldon; Yes. You were kind enough to watch Raiders of the Lost Ark with me. So I’d like to return the favour by inviting you to watch an episode of your favourite childhood television series, Little House on the Prairie.
7;04;Amy; That sounds lovely. Why are you rubbing your hands together?
7;04;Sheldon; Um, I’m putting on lotion. Are you in or not?
7;04;Amy; Of course I’m in.
7;04;Sheldon; Excellent. Then I shall see you tomorrow. Good night, Dr. Fowler.
7;04;Amy; Good night, Dr. Cooper.
7;04;Sheldon; Good night, indeed. What a rube. Why would I put on lotion when I have such soft hands?
7;04;Scene; Howard and Bernadette’s apartment.
7;04;Bernadette; You were really quiet during dinner. Is everything okay?
7;04;Howard; Yeah. I guess I was just thinking about my mom, and how sad my childhood was.
7;04;Bernadette; Yeah, I bet it sucked. I’m gonna take a bath, you do the dishes.
7;04;Howard; How about I take a bath with you and see what happens.
7;04;Bernadette; Here’s what’s gonna happen. I’m gonna take a bath, and you’re gonna do the dishes.
7;04;Howard; That’s it? No compassion?
7;04;Bernadette; Aw, poor Howie. We good? I’m gonna take a bath.
7;04;Howard; Bernie…
7;04;Bernadette; God, what is going on with you? 
7;04;Howard; I’m sharing my pain.
7;04;Bernadette; And I’m not buying it. Try again.
7;04;Howard; I’m learning to be a man in a culture where it’s increasingly difficult to know how?
7;04;Bermadette; Strike two.
7;04;Howard; I’m copying Leonard. When he does this to Penny, they have sex and watch Monty Python.
7;04;Bernadette; Howard.
7;04;Howard; I know. It was dumb, I shouldn’t have done it. And it’s making me feel sad. So sad. You know, why don’t you take a bath? I’ll do the dishes.
7;04;Scene; Raj’s apartment.
7;04;Raj; Three, two, one. 
7;04;Stuart; That’s it. Our dating profiles are live on the Internet.
7;04;Raj; Attention all shoppers, my business is open for business!
7;04;Stuart; That’s right, ladies. For all you know, I’m confident and fun to be around.
7;04;Raj; Oh, cool, it tells you when someone’s reading your profile. Jenny309. I hope that’s not her weight. 
7;04;Stuart; If it is, I’ll take her. Ooh, I got one, too. The ladies are coming to us. Oh, man, if I’d started this years ago, I’d be divorced two or three times by now.
7;04;Raj; What? Another one. You know, it, it’s weird. When they’re reading your profile, does it, does it make you feel exposed? Like they see you naked?
7;04;Stuart; Well, they’re not running away screaming, so, no.
7;04;Scene; The apartment. 
7;04;Amy; I love Little House. It made me want to live on a farm so much I tried to milk my cat. That tangy bowl of Cheerios was not worth the stitches.
7;04;Sheldon; Well, you sit back, relax and enjoy a beloved childhood memory. You see that cabin there? I read they were illegally squatting on Indian land. Yeah. Personally, I think what we did to the Native Americans was wrong, but this is your favourite show, not mine. Oh, look at little Laura Ingalls, eating that peanut butter sandwich. Peanut butter? Huh? That’s strange, since peanut butter wasn’t introduced until the early 1900s. If I knew this show was about time travel, I would have watched it much sooner.
7;04;Amy; You’re trying to get back at me for what I said about Raiders of the Lost Ark.
7;04;Sheldon; That’s silly. Almost as silly as Dr. Baker having a telephone, since telephones only existed in large cities at that time. This is more like Little House on the Preposterous.
7;04;Amy; Sheldon, we’re in a relationship. When you get angry, just tell me. You don’t need to seek revenge.
7;04;Sheldon; Are you sure? Every time my dad stayed out all night, my mom would put hamster poop in his chewing tobacco.
7;04;Amy; Well, that’s not how we’re going to do it.
7;04;Sheldon; Fine. I’m mad at you. Not only did you ruin Raiders for me, you may have ruined the whole franchise. Except for the fourth one, which was bad before you got your mitts on it.
7;04;Amy; I shouldn’t have said it. I’m sorry.
7;04;Sheldon; Thank you.
7;04;Amy; Do you feel better?
7;04;Sheldon; Yes. But not as good as I’m going to when I tell you that your precious Garfield has no reason to hate Mondays. He’s a cat. He doesn’t have a job.
7;04;Scene; Penny’s apartment.
7;04;Leonard; Hey, I was just… what is happening?
7;04;Penny; Oh, just a little treat. I know you’ve been feeling really bad about your mom lately.
7;04;Leonard; Oh, oh, I have. So bad.
7;04;Penny; And I wanted to make you feel better, so I planned something very special for you.
7;04;Leonard; Uh-huh, I can already feel it working.
7;04;Mrs Hofstadter; Hello, Leonard.
7;04;Leonard; Mom?
7;04;Mrs Hofstadter; I understand you have been whining about my parenting in order to emotionally manipulate your girlfriend. 
7;04;Leonard; I… uh…
7;04;Penny; Bernadette told me everything. Now you don’t get the left or the right.
7;04;Mrs Hofstadter; Let’s discuss why you continue to involve me in your sex life.
7;04;Leonard; Oh, please, Mommy. No, Mommy.
7;04;Mrs Hofstadter; When you were six years old, you walked in on me and your father naked. I was swatting his bottom with your brand new Ping Pong paddle.
7;04;Leonard; I didn’t dream that?
7;04;Mrs Hofstadter; How did that make you feel?
7;04;Leonard; Penny, come back. I’m sad for real now.
7;04;Scene; Raj’s apartment. 
7;04;Raj; In the last two hours, 162 women have read our profiles. How many of them have sent us messages?
7;04;Stuart; Combined?
7;04;Raj; Yes.
7;04;Stuart; Zero.
7;04;Raj; Dude, this is, this is brutal. 
7;04;Stuart; I don’t think I’ve ever felt so rejected. And I had a rescue dog who ran back to the pound.
7;04;Raj; This is the worst. If we’re gonna get shot down, we might as well just go to a bar and do it old school.
7;04;Stuart; And make them look us in the eye.
7;04;Raj; Yeah, anything is better than this.
7;04;Scene; A bar. 
7;04;Raj; Hello.
7;04;Girl; Not interested.
7;04;Raj; I was wrong. This is worse.
7;04;Scene; The apartment. 
7;04;Howard; Wait, wait, if it wasn’t for Indiana Jones, the ark would never have ended up at the warehouse. 
7;04;Sheldon; That’s true. He collected and delivered the ark to the proper authorities for filing.
7;04;Raj; Like a hero.
7;04;All; Yeah!
7;04;Leonard; Although, technically, Indy was supposed to take the ark to a museum to be studied. He couldn’t even get that done.
7;04;All; Aw!
7;05;Scene; The Cheesecake Factory
7;05;Penny; Awkward silence, Sheldon on his phone, no touching. Somebody’s having date night.
7;05;Amy; It’s actually steamier than it looks. Sheldon’s looking up the phallic symbolism of root vegetables in Renaissance paintings.
7;05;Sheldon; Oh, no, I got bored with that. I’m just browsing cuticle scissors on Amazon.
7;05;Penny; How do you not tear off his clothes and take him right here on this table?
7;05;Sheldon; If you do that, I’ll scream.
7;05;Amy; Sheldon, I have some exciting news to tell you.
